time	V(n001)	V(n002)	I(R1)
6.496951121600186e-006	1.199995e+001	-5.999660e+000	4.590748e-007
6.506716746600186e-006	1.199996e+001	-5.999685e+000	4.256049e-007
6.516482371600185e-006	1.199996e+001	-5.999708e+000	3.945754e-007
6.526247996600185e-006	1.199996e+001	-5.999730e+000	3.658083e-007
6.536013621600185e-006	1.199997e+001	-5.999749e+000	3.391387e-007
6.545779246600184e-006	1.199997e+001	-5.999767e+000	3.144135e-007
6.565310496600183e-006	1.199997e+001	-5.999800e+000	2.702400e-007
6.584841746600183e-006	1.199998e+001	-5.999828e+000	2.322732e-007
6.604372996600182e-006	1.199998e+001	-5.999852e+000	1.996410e-007
6.623904246600181e-006	1.199998e+001	-5.999873e+000	1.715938e-007
6.643435496600180e-006	1.199998e+001	-5.999891e+000	1.474874e-007
6.662966746600179e-006	1.199999e+001	-5.999907e+000	1.267681e-007
6.682497996600179e-006	1.199999e+001	-5.999919e+000	1.089601e-007
6.702029246600178e-006	1.199999e+001	-5.999930e+000	9.365434e-008
6.721560496600177e-006	1.199999e+001	-5.999940e+000	8.049895e-008
6.741091746600176e-006	1.199999e+001	-5.999949e+000	6.919178e-008
6.760622996600176e-006	1.199999e+001	-5.999956e+000	5.947342e-008
6.780154246600175e-006	1.199999e+001	-5.999962e+000	5.112067e-008
6.799685496600174e-006	1.200000e+001	-5.999968e+000	4.394150e-008
6.819216746600173e-006	1.200000e+001	-5.999972e+000	3.777109e-008
6.848513621600172e-006	1.200000e+001	-5.999978e+000	3.010228e-008
6.877810496600171e-006	1.200000e+001	-5.999982e+000	2.399146e-008
6.907107371600170e-006	1.200000e+001	-5.999986e+000	1.912221e-008
6.936404246600168e-006	1.200000e+001	-5.999989e+000	1.524221e-008
6.965701121600167e-006	1.200000e+001	-5.999991e+000	1.215053e-008
6.989417639457309e-006	1.200000e+001	-5.999992e+000	1.022462e-008
7.013134157314451e-006	1.200000e+001	-5.999994e+000	8.522710e-009
7.036850675171593e-006	1.200000e+001	-5.999995e+000	7.044787e-009
7.060567193028734e-006	1.200000e+001	-5.999996e+000	5.790853e-009
7.084283710885877e-006	1.200000e+001	-5.999996e+000	4.760909e-009
7.108000228743018e-006	1.200000e+001	-5.999997e+000	3.954954e-009
7.131716746600160e-006	1.200000e+001	-5.999998e+000	3.372988e-009
7.172174335885873e-006	1.200000e+001	-5.999998e+000	2.578925e-009
7.212631925171586e-006	1.200000e+001	-5.999999e+000	1.907885e-009
7.253089514457299e-006	1.200000e+001	-5.999999e+000	1.359870e-009
7.293547103743011e-006	1.200000e+001	-5.999999e+000	9.348780e-010
7.334004693028723e-006	1.200000e+001	-5.999999e+000	6.329100e-010
7.374462282314436e-006	1.200000e+001	-5.999999e+000	4.539659e-010
7.414919871600149e-006	1.200000e+001	-6.000000e+000	3.980457e-010
7.573960050171571e-006	1.200000e+001	-6.000000e+000	2.448095e-010
7.733000228742993e-006	1.200000e+001	-6.000000e+000	1.249102e-010
7.892040407314415e-006	1.200000e+001	-6.000000e+000	3.834785e-011
8.051080585885837e-006	1.200000e+001	-6.000000e+000	-1.487764e-011
8.210120764457260e-006	1.200000e+001	-6.000000e+000	-3.476624e-011
8.369160943028682e-006	1.200000e+001	-6.000000e+000	-2.131794e-011
8.528201121600104e-006	1.200000e+001	-6.000000e+000	2.546724e-011
9.494997996600065e-006	1.200000e+001	-6.000000e+000	2.550457e-011
9.990234375000001e-006	1.200000e+001	-6.000000e+000	2.549427e-011
1.000000000000000e-005	1.200000e+001	-6.000000e+000	2.502287e-011
