"Time / s","Vm1:Measured voltage"
0,0
1.1828421047489942e-18,0
1.1975890420058464e-05,0
1.1975890420059467e-05,21.309128186892462
2.5142173512860473e-05,39.533990907899167
2.5142173512862014e-05,0
4.9999999999998579e-05,0
5.0000000000000002e-05,0
7.4578325066294442e-05,0
7.4578325066296936e-05,77.506316006721107
8.8232621159041634e-05,82.88204276608451
8.823262115904448e-05,0
9.9999999999997159e-05,0
0.0001,0
0.00011170538970811146,0
0.00011170538970811561,89.300021058337848
0.00012571061068304782,91.915699648199592
0.0001257106106830521,0
0.00014999999999999576,0
0.00015000000000000001,0
0.00017401666463212883,0
0.00017401666463213452,96.927102490773734
0.00018849009286448483,97.699492072778341
0.00018849009286449052,0
0.00019999999999999432,0
0.00020000000000000001,0
0.0002114536337854987,0
0.0002114536337855058,98.547518215971607
0.00022627802073789293,98.920437474637552
0.00022627802073790004,0
0.0002499999999999929,0
0.00025000000000000001,0
0.00027345637819175633,0
0.0002734563781917649,99.580291120842446
0.00028872825157093133,99.690765580023566
0.00028872825157093989,0
0.00029999999999999152,0
0.00030000000000000003,0
0.0003112209884898397,0
0.00031122098848984967,99.802906727341252
0.00032684358362314119,99.855831896034118
0.00032684358362315116,0
0.00034999999999999002,0
0.00035,0
0.00037289824873647736,0
0.00037289824873648874,99.942676726637842
0.00038894676777120115,99.958416213531052
0.00038894676777121253,0
0.00039999999999998864,0
0.00040000000000000002,0
0.00041100779329749423,0
0.00041100779329750702,99.973265945962325
0.0004274064820895765,99.980746249932835
0.0004274064820895893,0
0.00044999999999998725,0
0.00045000000000000004,0
0.00047234305639596728,0
0.00047234305639598149,99.992171269548706
0.00048914534062732774,99.994405818841116
0.00048914534062734205,0
0.00049999999999998581,0
0.00050000000000000001,0
0.00051081436079229909,0
0.0005108143607923147,99.996375162065107
0.0005279659029329473,99.997428450239056
0.00052796590293296291,0
0.00054999999999998442,0
0.00055000000000000003,0
0.00057179157740209607,0
0.0005717915774021132,99.998930885912557
0.00058932369834149216,99.999247113978086
0.00058932369834150929,0
0.00059999999999998303,0
0.00060000000000000006,0
0.00061064097616816623,0
0.00061064097616818466,99.999508705170413
0.00062852103822669356,99.999656507995866
0.00062852103822671199,0
0.00064999999999998165,0
0.00065000000000000008,0
0.00067124458305674469,0
0.00067124458305676464,99.999854009715904
0.00068948159848184897,99.999898630852371
0.00068948159848186892,0
0.00069999999999998004,0
0.00069999999999999999,0
0.00071048789676665517,0
0.00071048789676667642,99.99993343822274
0.00072907108654514515,99.999954113074367
0.00072907108654516641,0
0.00074999999999997866,0
0.00075000000000000002,0
0.0007707028387047574,0
0.00077070283870478017,99.999980066393604
0.00078961882826295341,99.999986345697067
0.00078961882826297618,0
0.00079999999999997727,0
0.00080000000000000004,0
0.00081035535165025917,0
0.00081035535165028324,99.999990985612484
0.00082961525417498338,99.999993869155318
0.00082961525417500745,0
0.00084999999999997588,0
0.00085000000000000006,0
0.00087016710271315388,0
0.00087016710271317947,99.999997278523196
0.00088973520478114832,99.999998159976244
0.0008897352047811739,0
0.0008999999999999745,0
0.00090000000000000008,0
0.00091024354121274533,0
0.00091024354121277244,99.999998779674215
0.00093015275631295883,99.999999180745377
0.00093015275631298593,0
0.000949999999999973,0
0.00095,0
0.00096963812545752814,0
0.00096963812545755655,99.999999628486151
0.00098983057520442351,99.999999751932378
0.00098983057520445213,0
0.00099999999999997161,0
0.001,0
0.0010101526368268682,0
0.0010101526368268981,99.999999834863402
0.0010306828182475578,99.999999890505421
0.0010306828182475877,0
0.0010499999999999702,0
0.0010500000000000002,0
0.0010691166483169539,0
0.0010691166483169851,99.999999949290228
0.0010899048169175645,99.999999966541111
0.0010899048169175957,0
0.0010999999999999688,0
0.0011000000000000001,0
0.0011100827805310238,0
0.0011100827805310563,99.999999977662284
0.0011312046765227684,99.99999998536309
0.0011312046765228009,0
0.0011499999999999672,0
0.00115,0
0.0011686034026782385,0
0.0011686034026782727,99.9999999930793
0.0011899578376220481,99.999999995485069
0.0011899578376220823,0
0.0011999999999999661,0
0.0012000000000000001,0
