"Time / s","Vm1:Measured voltage","Sine"
0,0,0
1.5062305923202104e-18,-1.5062305923201879e-12,4.5426844449075604e-16
2.5189924703103689e-05,-19.790136716658875,0.0075969881241646914
2.5189924703105054e-05,19.790136716659699,0.0075969881241651042
4.9999999999998579e-05,31.60689169870502,0.015078751772326111
5.0000000000000002e-05,31.606891698705542,0.015078751772326541
7.4438818197142411e-05,38.718686511501254,0.022447272114255117
7.4438818197144823e-05,-38.718686511501801,0.022447272114255842
9.9999999999997159e-05,-43.233830299436676,0.030152146135946772
0.0001,-43.233830299437059,0.030152146135947633
0.00012594927839861626,-45.976080423123321,0.037971135944650423
0.00012594927839862044,45.976080423123655,0.037971135944651679
0.00014999999999999576,47.512571653986825,0.045214827585618345
0.00015000000000000001,47.512571653987038,0.045214827585619621
0.00017369133384588807,48.453131266368096,0.052346646164477595
0.00017369133384589376,-48.453131266368274,0.052346646164479295
0.00019999999999999432,-49.086002199571077,0.060261444422344462
0.00020000000000000001,-49.086002199571183,0.060261444422346183
0.00022670725218899905,-49.464853896570069,0.068290087559962118
0.00022670725218900615,49.464853896570148,0.068290087559964255
0.0002499999999999929,49.664141214652808,0.075286650654809328
0.00025000000000000001,49.664141214652858,0.075286650654811452
0.00027294566784870345,49.787998939101037,0.08217328605169108
0.00027294566784871201,-49.787998939101072,0.082173286051693634
0.00029999999999999152,-49.876588914131212,0.090285107898782802
0.00030000000000000003,-49.876588914131233,0.090285107898785355
0.0003274627443989909,-49.928824353356845,0.098509775959635545
0.00032746274439900087,49.928824353356859,0.098509775959638529
0.00034999999999999002,49.95464999092539,0.10525148727382301
0.00035,49.954649990925397,0.10525148727382599
0.00037220285648865655,49.970945406004603,0.11188574045373699
0.00037220285648866794,-49.970945406004603,0.11188574045374039
0.00039999999999998864,-49.983335955944298,0.12018047129660224
0.00040000000000000002,-49.983335955944305,0.12018047129660565
0.00042821465720404396,-49.990532363034895,0.12858628816201059
0.00042821465720405675,49.990532363034895,0.12858628816201442
0.00044999999999998725,49.993876239939524,0.13506675577018329
0.00045000000000000004,49.993876239939524,0.13506675577018709
0.00047146393234961839,49.996018192350789,0.14144270601526462
0.00047146393234963259,-49.996018192350789,0.14144270601526884
0.00049999999999998581,-49.997749757489402,0.14990505166857548
0.00050000000000000001,-49.997749757489402,0.14990505166857968
0.00052896189833193281,-49.998740443086575,0.15847593327762008
0.00052896189833194843,49.998740443086575,0.15847593327762469
0.00054999999999998442,49.999173040049314,0.16469008701590043
0.00055000000000000003,49.999173040049314,0.16469008701590507
0.00057072992297610209,49.99945432915549,0.17080308095591676
0.00057072992297611922,-49.99945432915549,0.17080308095592178
0.00059999999999998303,-49.999696117140353,0.17941660875949994
0.00060000000000000006,-49.999696117140353,0.17941660875950494
0.00062970338275359901,-49.999832399766774,0.18813531014432161
0.00062970338275361744,49.999832399766774,0.18813531014432702
0.00064999999999998165,49.999888318439211,0.19407938463632057
0.00065000000000000008,49.999888318439211,0.19407938463632596
0.00067000184953761391,49.999925223979474,0.19992601849544464
0.00067000184953763385,-49.999925223979474,0.19992601849545044
0.00069999999999998004,-49.999958959177064,0.20867320503191175
0.00069999999999999999,-49.999958959177064,0.20867320503191752
0.00073043803436010539,-49.999977693763675,0.21752137440463604
0.00073043803436012664,49.999977693763675,0.21752137440464223
0.00074999999999997866,49.999984916086454,0.22319288483137717
0.00075000000000000002,49.999984916086454,0.22319288483138344
0.00076928072549882563,49.999989753608183,0.22877098004651866
0.0007692807254988484,-49.999989753608183,0.2287709800465253
0.00079999999999997727,-49.99999445676093,0.23763326526162137
0.00080000000000000004,-49.99999445676093,0.23763326526162795
0.00083116478762243603,-49.999997030477289,0.24659150489744086
0.0008311647876224601,49.999997030477289,0.24659150489744774
0.00084999999999997588,49.999997962551191,0.25198921572423694
0.00085000000000000006,49.999997962551191,0.25198921572424382
0.00086856755529684518,49.999998596048172,0.25729778812568099
0.00086856755529687076,-49.999998596048172,0.25729778812568826
0.0008999999999999745,-49.99999925122173,0.266255635618382
0.00090000000000000008,-49.99999925122173,0.26625563561838933
0.00093188258923094418,-49.999999604570547,0.27530356923830296
0.00093188258923097129,49.999999604570547,0.27530356923831062
0.000949999999999973,49.99999972476499,0.28042745615299952
0.00095,49.99999972476499,0.28042745615300718
0.00096786333302667418,49.999999807645906,0.28546667893246247
0.00096786333302670258,-49.999999807645906,0.28546667893247046
0.00099999999999997161,-49.999999898844628,0.29449964214773439
0.001,-49.999999898844628,0.29449964214774232
0.0010325903997116335,-49.999999947327225,0.30361598846533749
0.0010325903997116634,49.999999947327225,0.30361598846534582
0.0010499999999999702,49.999999962814925,0.30846719382190896
0.0010500000000000002,49.999999962814925,0.30846719382191723
0.001067169041136325,49.999999973648002,0.31323835454637672
0.0010671690411363562,-49.999999973648002,0.31323835454638538
0.0010999999999999688,-49.99999998633298,0.32232514857092154
0.0011000000000000001,-49.99999998633298,0.32232514857093014
0.001133287195015737,-49.999999992981408,0.33148780063012673
0.0011332871950157696,49.999999992981408,0.33148780063013561
0.0011499999999999672,49.999999994975596,0.33606858272943607
0.00115,49.999999994975596,0.33606858272944495
0.0011664856491327268,49.999999996390201,0.34057403469092384
0.0011664856491327611,-49.999999996390201,0.34057403469093323
0.0011999999999999661,-49.999999998153235,0.34969261332073714
0.0012000000000000001,-49.999999998153235,0.3496926133207463
0.0012339719680804029,-49.999999999064435,0.35887872321681957
0.0012339719680804385,49.999999999064435,0.35887872321682912
0.0012499999999999645,49.99999999932102,0.36319239979162787
0.00125,49.99999999932102,0.36319239979163742
0.0012658141122996686,49.999999999505569,0.36743550801325581
0.0012658141122997054,-49.999999999505569,0.36743550801326563
0.0012999999999999633,-49.999999999750422,0.37656314573225624
0.0013000000000000002,-49.999999999750422,0.37656314573226607
0.0013346437303568728,-49.999999999875243,0.38574921427566244
0.001334643730356911,49.999999999875243,0.3857492142756726
0.0013499999999999617,49.999999999908241,0.38980010058025577
0.0013500000000000001,49.999999999908241,0.38980010058026582
0.0013651553704293084,49.999999999932292,0.39378518282766362
0.0013651553704293483,-49.999999999932292,0.39378518282767416
0.0013999999999999601,-49.999999999966271,0.40289856130859825
0.0014,-49.999999999966271,0.40289856130860868
0.001435301513304037,-49.999999999983359,0.41206053216147975
0.0014353015133040782,49.999999999983359,0.41206053216149041
0.0014499999999999589,49.999999999987601,0.41585387409655694
0.0014500000000000001,49.999999999987601,0.4158538740965676
0.0014645103465682425,49.999999999990735,0.41958613727030419
0.001464510346568285,-49.999999999990735,0.41958613727031513
0.0014999999999999573,-49.999999999995438,0.42866143598318635
0.0015,-49.999999999995438,0.42866143598319734
0.0015359443698442653,-49.99999999999779,0.43777479377148443
0.0015359443698443095,49.99999999999779,0.43777479377149553
0.0015499999999999561,49.99999999999833,0.44131669650273314
0.0015500000000000002,49.99999999999833,0.44131669650274424
0.0015638799457796974,49.999999999998735,0.44480216881210888
0.0015638799457797429,-49.999999999998735,0.44480216881212026
0.0015999999999999545,-49.999999999999396,0.45381515930139388
0.0016000000000000001,-49.999999999999396,0.45381515930140526
0.0016365713757795378,-49.999999999999723,0.46285503118151272
0.0016365713757795846,49.999999999999723,0.46285503118152427
0.0016499999999999532,49.999999999999787,0.46615238373484935
0.00165,49.999999999999787,0.46615238373486084
0.0016632650539230979,49.999999999999837,0.46939784307608429
0.001663265053923146,-49.999999999999837,0.469397843076096
0.0016999999999999518,-49.999999999999922,0.47832398644600344
0.0017000000000000001,-49.999999999999922,0.47832398644601509
0.0017371816311645776,-49.999999999999972,0.48726524658409032
0.0017371816311646275,49.999999999999972,0.48726524658410225
0.0017499999999999504,49.999999999999979,0.49032564292236941
0.00175,49.999999999999979,0.49032564292238112
0.0017626665364523855,49.999999999999986,0.49333854190457949
0.0017626665364524367,-49.999999999999986,0.4933385419045917
0.001799999999999949,-50,0.50215308903254829
0.0018000000000000002,-50,0.5021530890325604
0.0018377742616359299,-50,0.51097046543719016
0.0018377742616359823,50,0.51097046543720237
0.0018499999999999476,50,0.51380212254125535
0.0018500000000000001,50,0.51380212254126756
0.0018620852372344644,50,0.51659051062142469
0.0018620852372345186,-50,0.51659051062143724
0.001899999999999946,-50,0.52526860460235281
0.0019,-50,0.52526860460236513
0.0019383484196934251,-50,0.53393678773700159
0.0019383484196934806,50,0.53393678773701403
0.0019499999999999446,50,0.53654846122936362
0.0019500000000000001,50,0.53654846122937605
0.0019615219773891422,50,0.53912090443317118
0.0019615219773891994,-50,0.53912090443318383
0.0019999999999999432,-50,0.54763768474293839
0.002,-50,0.54763768474295094
0.0020389032859333212,-50,0.55613143733399051
0.0020389032859333793,50,0.55613143733400316
0.0020499999999999421,50,0.55853233519476564
0.0020500000000000002,50,0.55853233519477807
0.0020609775541521737,50,0.56089783391305803
0.0020609775541522335,-50,0.56089783391307091
0.0020999999999999405,-50,0.56922854176741555
0.0021000000000000003,-50,0.56922854176742832
0.002139438070230381,-50,0.57752280921643995
0.0021394380702304417,50,0.5775228092164526
0.0021499999999999389,50,0.57972250414962456
0.00215,50,0.57972250414963733
0.0021604527397622061,50,0.58189040951050897
0.0021604527397622686,-50,0.58189040951052184
0.0021999999999999377,-50,0.59001049388652638
0.0022000000000000001,-50,0.59001049388653914
0.0022399520128672554,-50,0.59808051469147894
0.0022399520128673195,50,0.59808051469149182
0.0022499999999999365,50,0.60008885570435488
0.0022500000000000003,50,0.60008885570436776
0.0022599482803742489,50,0.60206878502875105
